时间,实际电流
2018/9/17 4:00,47.6
2018/9/17 4:00,47.6
2018/9/17 4:00,47.6
2018/9/17 4:00,47.6
2018/9/17 4:00,47.2
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,46
2018/9/17 4:00,46
2018/9/17 4:00,46
2018/9/17 4:00,46
2018/9/17 4:00,46
2018/9/17 4:00,46
2018/9/17 4:00,46
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,45.2
2018/9/17 4:00,45.2
2018/9/17 4:00,45.2
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,45.6
2018/9/17 4:00,48
2018/9/17 4:00,48
2018/9/17 4:00,48
2018/9/17 4:00,48
2018/9/17 4:00,48.4
2018/9/17 4:00,48.4
2018/9/17 4:00,48.4
2018/9/17 4:00,48.4
2018/9/17 4:00,48.4
2018/9/17 4:00,48
2018/9/17 4:00,48
2018/9/17 4:00,48
2018/9/17 4:00,48
2018/9/17 4:01,48
2018/9/17 4:01,48
2018/9/17 4:01,48
2018/9/17 4:01,48.4
2018/9/17 4:01,48.4
2018/9/17 4:01,48.4
2018/9/17 4:01,48.4
2018/9/17 4:01,48.4
2018/9/17 4:01,48.4
2018/9/17 4:01,48.4
2018/9/17 4:01,48
2018/9/17 4:01,48
2018/9/17 4:01,48
2018/9/17 4:01,48
2018/9/17 4:01,48
2018/9/17 4:01,48
2018/9/17 4:01,48
2018/9/17 4:01,47.6
2018/9/17 4:01,47.6
2018/9/17 4:01,47.6
2018/9/17 4:01,47.6
2018/9/17 4:01,47.2
2018/9/17 4:01,47.2
2018/9/17 4:01,47.2
2018/9/17 4:01,47.2
2018/9/17 4:01,47.2
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,45.6
2018/9/17 4:01,45.6
2018/9/17 4:01,45.6
2018/9/17 4:01,45.6
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,46
2018/9/17 4:01,43.6
2018/9/17 4:01,43.6
2018/9/17 4:01,43.6
2018/9/17 4:01,43.6
2018/9/17 4:01,43.6
2018/9/17 4:01,43.6
2018/9/17 4:01,43.6
2018/9/17 4:01,43.6
2018/9/17 4:01,43.6
2018/9/17 4:02,43.6
2018/9/17 4:02,43.6
2018/9/17 4:02,43.6
2018/9/17 4:02,43.6
2018/9/17 4:02,43.6
2018/9/17 4:02,43.6
2018/9/17 4:02,43.6
2018/9/17 4:02,43.6
2018/9/17 4:02,44
2018/9/17 4:02,44
2018/9/17 4:02,44
2018/9/17 4:02,44
2018/9/17 4:02,45.2
2018/9/17 4:02,45.2
2018/9/17 4:02,45.2
2018/9/17 4:02,46.4
2018/9/17 4:02,46.4
2018/9/17 4:02,46.4
2018/9/17 4:02,46.4
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,47.2
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46.8
2018/9/17 4:02,46
2018/9/17 4:02,46
2018/9/17 4:03,46
2018/9/17 4:03,46
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.8
2018/9/17 4:03,48.8
2018/9/17 4:03,48.8
2018/9/17 4:03,48.8
2018/9/17 4:03,48.8
2018/9/17 4:03,47.6
2018/9/17 4:03,47.6
2018/9/17 4:03,48
2018/9/17 4:03,48
2018/9/17 4:03,48
2018/9/17 4:03,48
2018/9/17 4:03,49.2
2018/9/17 4:03,49.2
2018/9/17 4:03,49.2
2018/9/17 4:03,49.2
2018/9/17 4:03,49.2
2018/9/17 4:03,49.2
2018/9/17 4:03,49.2
2018/9/17 4:03,49.2
2018/9/17 4:03,49.2
2018/9/17 4:03,49.2
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,48.4
2018/9/17 4:03,47.6
2018/9/17 4:03,47.6
2018/9/17 4:03,47.6
2018/9/17 4:03,47.6
2018/9/17 4:03,49.6
2018/9/17 4:03,49.6
2018/9/17 4:03,49.6
2018/9/17 4:03,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,50.8
2018/9/17 4:04,50.8
2018/9/17 4:04,50.8
2018/9/17 4:04,50.4
2018/9/17 4:04,50.4
2018/9/17 4:04,50.4
2018/9/17 4:04,50.4
2018/9/17 4:04,50.4
2018/9/17 4:04,50.4
2018/9/17 4:04,50.4
2018/9/17 4:04,50.4
2018/9/17 4:04,49.2
2018/9/17 4:04,49.2
2018/9/17 4:04,49.2
2018/9/17 4:04,49.2
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50.4
2018/9/17 4:04,50.4
2018/9/17 4:04,50.4
2018/9/17 4:04,50.4
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,50
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:04,49.6
2018/9/17 4:05,49.2
2018/9/17 4:05,49.2
2018/9/17 4:05,49.2
2018/9/17 4:05,49.2
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46.4
2018/9/17 4:05,46.4
2018/9/17 4:05,46.4
2018/9/17 4:05,46.4
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46
2018/9/17 4:05,46.8
2018/9/17 4:05,46.8
2018/9/17 4:05,47.6
2018/9/17 4:05,48
2018/9/17 4:05,48
2018/9/17 4:05,50.8
2018/9/17 4:05,50.8
2018/9/17 4:05,50.8
2018/9/17 4:05,51.2
2018/9/17 4:05,51.2
2018/9/17 4:05,51.2
2018/9/17 4:05,51.2
2018/9/17 4:05,50.4
2018/9/17 4:05,50.4
2018/9/17 4:05,50.4
2018/9/17 4:05,50.4
2018/9/17 4:05,50.4
2018/9/17 4:05,50
2018/9/17 4:05,50
2018/9/17 4:05,50
2018/9/17 4:05,50
2018/9/17 4:05,49.6
2018/9/17 4:05,49.6
2018/9/17 4:05,49.6
2018/9/17 4:05,50
2018/9/17 4:05,50
2018/9/17 4:05,50
2018/9/17 4:05,50
2018/9/17 4:05,50
2018/9/17 4:05,50
2018/9/17 4:05,50
2018/9/17 4:05,50
2018/9/17 4:05,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50.4
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,50
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:06,48
2018/9/17 4:07,48
2018/9/17 4:07,48
2018/9/17 4:07,48
2018/9/17 4:07,48
2018/9/17 4:07,48
2018/9/17 4:07,50
2018/9/17 4:07,50
2018/9/17 4:07,50
2018/9/17 4:07,50
2018/9/17 4:07,50
2018/9/17 4:07,50
2018/9/17 4:07,50
2018/9/17 4:07,50
2018/9/17 4:07,50.4
2018/9/17 4:07,50.8
2018/9/17 4:07,50.8
2018/9/17 4:07,50.8
2018/9/17 4:07,49.2
2018/9/17 4:07,49.2
2018/9/17 4:07,49.2
2018/9/17 4:07,49.2
2018/9/17 4:07,48.4
2018/9/17 4:07,48.4
2018/9/17 4:07,48.4
2018/9/17 4:07,48.4
2018/9/17 4:07,48.4
2018/9/17 4:07,48
2018/9/17 4:07,48
2018/9/17 4:07,48
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.2
2018/9/17 4:07,47.2
2018/9/17 4:07,47.2
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.6
2018/9/17 4:07,47.2
2018/9/17 4:07,47.2
2018/9/17 4:07,47.2
2018/9/17 4:07,47.2
2018/9/17 4:07,47.2
2018/9/17 4:07,47.2
2018/9/17 4:07,47.2
2018/9/17 4:07,47.2
2018/9/17 4:07,47.2
2018/9/17 4:08,47.2
2018/9/17 4:08,47.2
2018/9/17 4:08,47.2
2018/9/17 4:08,47.2
2018/9/17 4:08,47.2
2018/9/17 4:08,47.2
2018/9/17 4:08,47.2
2018/9/17 4:08,47.2
2018/9/17 4:08,47.2
2018/9/17 4:08,47.2
2018/9/17 4:08,47.2
2018/9/17 4:08,44.8
2018/9/17 4:08,44.8
2018/9/17 4:08,44.8
2018/9/17 4:08,44.8
2018/9/17 4:08,45.2
2018/9/17 4:08,45.2
2018/9/17 4:08,45.2
2018/9/17 4:08,45.2
2018/9/17 4:08,45.2
2018/9/17 4:08,44
2018/9/17 4:08,44
2018/9/17 4:08,44
2018/9/17 4:08,44
2018/9/17 4:08,43.6
2018/9/17 4:08,43.6
2018/9/17 4:08,43.6
2018/9/17 4:08,43.6
2018/9/17 4:08,44
2018/9/17 4:08,44
2018/9/17 4:08,44
2018/9/17 4:08,44
2018/9/17 4:08,44
2018/9/17 4:08,44
2018/9/17 4:08,44
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:08,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,46
2018/9/17 4:09,44.8
2018/9/17 4:09,44
2018/9/17 4:09,44
2018/9/17 4:09,44
2018/9/17 4:09,44
2018/9/17 4:09,45.2
2018/9/17 4:09,45.2
2018/9/17 4:09,45.2
2018/9/17 4:09,45.6
2018/9/17 4:09,45.6
2018/9/17 4:10,45.6
2018/9/17 4:10,45.6
2018/9/17 4:10,46
2018/9/17 4:10,46
2018/9/17 4:10,46
2018/9/17 4:10,46
2018/9/17 4:10,45.6
2018/9/17 4:10,45.6
2018/9/17 4:10,45.6
2018/9/17 4:10,45.6
2018/9/17 4:10,45.6
2018/9/17 4:10,45.6
2018/9/17 4:10,45.6
2018/9/17 4:10,48
2018/9/17 4:10,48
2018/9/17 4:10,48
2018/9/17 4:10,48
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.6
2018/9/17 4:10,47.6
2018/9/17 4:10,47.6
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.6
2018/9/17 4:10,47.6
2018/9/17 4:10,47.6
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:10,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.6
2018/9/17 4:11,47.6
2018/9/17 4:11,47.6
2018/9/17 4:11,47.6
2018/9/17 4:11,48.8
2018/9/17 4:11,48.8
2018/9/17 4:11,48.8
2018/9/17 4:11,48.8
2018/9/17 4:11,48
2018/9/17 4:11,48
2018/9/17 4:11,48
2018/9/17 4:11,48
2018/9/17 4:11,47.6
2018/9/17 4:11,47.6
2018/9/17 4:11,47.6
2018/9/17 4:11,45.2
2018/9/17 4:11,45.2
2018/9/17 4:11,44.8
2018/9/17 4:11,44.8
2018/9/17 4:11,44.8
2018/9/17 4:11,44.8
2018/9/17 4:11,45.2
2018/9/17 4:11,45.2
2018/9/17 4:11,45.2
2018/9/17 4:11,45.6
2018/9/17 4:11,45.6
2018/9/17 4:11,45.6
2018/9/17 4:11,45.6
2018/9/17 4:11,45.6
2018/9/17 4:11,45.6
2018/9/17 4:11,45.6
2018/9/17 4:11,45.6
2018/9/17 4:11,45.6
2018/9/17 4:11,45.6
2018/9/17 4:11,45.6
2018/9/17 4:11,45.6
2018/9/17 4:11,45.2
2018/9/17 4:11,45.2
2018/9/17 4:11,45.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:11,47.2
2018/9/17 4:12,48
2018/9/17 4:12,48
2018/9/17 4:12,48
2018/9/17 4:12,48
2018/9/17 4:12,48
2018/9/17 4:12,48
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.6
2018/9/17 4:12,47.2
2018/9/17 4:12,47.2
2018/9/17 4:12,47.2
2018/9/17 4:12,47.2
2018/9/17 4:12,46.8
2018/9/17 4:12,46.8
2018/9/17 4:12,46.8
2018/9/17 4:12,46.8
2018/9/17 4:12,46.8
2018/9/17 4:12,45.6
2018/9/17 4:12,45.6
2018/9/17 4:12,45.6
2018/9/17 4:12,45.6
2018/9/17 4:12,46
2018/9/17 4:12,46
2018/9/17 4:12,46
2018/9/17 4:12,45.6
2018/9/17 4:12,45.6
2018/9/17 4:12,45.6
2018/9/17 4:12,45.6
2018/9/17 4:12,45.6
2018/9/17 4:12,45.6
2018/9/17 4:12,45.6
2018/9/17 4:12,45.6
2018/9/17 4:12,45.2
2018/9/17 4:12,45.2
2018/9/17 4:12,45.2
2018/9/17 4:12,45.2
2018/9/17 4:12,44
2018/9/17 4:12,44
2018/9/17 4:13,44
2018/9/17 4:13,44
2018/9/17 4:13,45.6
2018/9/17 4:13,45.6
2018/9/17 4:13,45.6
2018/9/17 4:13,45.6
2018/9/17 4:13,46.4
2018/9/17 4:13,46
2018/9/17 4:13,46
2018/9/17 4:13,46
2018/9/17 4:13,46
2018/9/17 4:13,46
2018/9/17 4:13,45.6
2018/9/17 4:13,45.6
2018/9/17 4:13,45.2
2018/9/17 4:13,45.2
2018/9/17 4:13,45.2
2018/9/17 4:13,45.2
2018/9/17 4:13,44.8
2018/9/17 4:13,44.8
2018/9/17 4:13,44.8
2018/9/17 4:13,44.8
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,46.8
2018/9/17 4:13,46.8
2018/9/17 4:13,46.8
2018/9/17 4:13,46.8
2018/9/17 4:13,46.8
2018/9/17 4:13,46.8
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.6
2018/9/17 4:13,47.6
2018/9/17 4:13,47.6
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:13,47.2
2018/9/17 4:14,47.2
2018/9/17 4:14,47.2
2018/9/17 4:14,47.2
2018/9/17 4:14,47.2
2018/9/17 4:14,47.2
2018/9/17 4:14,47.2
2018/9/17 4:14,47.2
2018/9/17 4:14,47.2
2018/9/17 4:14,46.8
2018/9/17 4:14,46.4
2018/9/17 4:14,46.4
2018/9/17 4:14,46.4
2018/9/17 4:14,46
2018/9/17 4:14,46
2018/9/17 4:14,46
2018/9/17 4:14,46
2018/9/17 4:14,46
2018/9/17 4:14,46
2018/9/17 4:14,45.6
2018/9/17 4:14,45.6
2018/9/17 4:14,45.6
2018/9/17 4:14,45.6
2018/9/17 4:14,45.6
2018/9/17 4:14,45.6
2018/9/17 4:14,45.6
2018/9/17 4:14,45.6
2018/9/17 4:14,45.6
2018/9/17 4:14,45.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,43.6
2018/9/17 4:14,44.8
2018/9/17 4:14,44.8
2018/9/17 4:14,45.6
2018/9/17 4:14,46.4
2018/9/17 4:14,46.4
2018/9/17 4:14,46.4
2018/9/17 4:14,46.4
2018/9/17 4:14,48.4
2018/9/17 4:14,48.4
2018/9/17 4:14,48.4
2018/9/17 4:14,47.6
2018/9/17 4:15,47.6
2018/9/17 4:15,47.6
2018/9/17 4:15,47.6
2018/9/17 4:15,47.6
2018/9/17 4:15,47.6
2018/9/17 4:15,47.6
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,46.8
2018/9/17 4:15,46.8
2018/9/17 4:15,46.8
2018/9/17 4:15,46.8
2018/9/17 4:15,46.8
2018/9/17 4:15,46.8
2018/9/17 4:15,46.8
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,47.2
2018/9/17 4:15,46.8
2018/9/17 4:15,46.8
2018/9/17 4:15,46.8
2018/9/17 4:15,46.8
2018/9/17 4:15,46
2018/9/17 4:15,46
2018/9/17 4:15,46
2018/9/17 4:15,46
2018/9/17 4:15,46.4
2018/9/17 4:15,46.4
2018/9/17 4:15,46
2018/9/17 4:15,46
2018/9/17 4:15,46
2018/9/17 4:15,46
2018/9/17 4:15,45.6
2018/9/17 4:15,46
2018/9/17 4:15,46
2018/9/17 4:15,46
2018/9/17 4:15,46
2018/9/17 4:15,45.6
2018/9/17 4:15,45.6
2018/9/17 4:15,45.6
2018/9/17 4:15,45.6
2018/9/17 4:15,45.6
2018/9/17 4:15,45.6
2018/9/17 4:15,45.6
2018/9/17 4:16,45.6
2018/9/17 4:16,45.6
2018/9/17 4:16,45.6
2018/9/17 4:16,45.6
2018/9/17 4:16,46
2018/9/17 4:16,46
2018/9/17 4:16,46
2018/9/17 4:16,46
2018/9/17 4:16,43.6
2018/9/17 4:16,43.6
2018/9/17 4:16,43.6
2018/9/17 4:16,44
2018/9/17 4:16,44
2018/9/17 4:16,44
2018/9/17 4:16,44
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,44.4
2018/9/17 4:16,46.4
2018/9/17 4:16,46.4
2018/9/17 4:16,46.4
2018/9/17 4:16,46.4
2018/9/17 4:16,46.4
2018/9/17 4:16,46.4
2018/9/17 4:16,46.8
2018/9/17 4:16,46.8
2018/9/17 4:16,46.8
2018/9/17 4:16,47.2
2018/9/17 4:16,47.2
2018/9/17 4:16,47.2
2018/9/17 4:16,47.2
2018/9/17 4:16,47.2
2018/9/17 4:16,47.6
2018/9/17 4:16,47.6
2018/9/17 4:16,47.6
2018/9/17 4:16,47.6
2018/9/17 4:16,47.6
2018/9/17 4:16,47.6
2018/9/17 4:16,47.6
2018/9/17 4:16,47.6
2018/9/17 4:16,47.2
2018/9/17 4:16,47.2
2018/9/17 4:16,47.2
2018/9/17 4:16,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,47.2
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
2018/9/17 4:17,46.8
