,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,488.22200530610684,489.4217455658472,490.945112199214,492.48002766111057,492.72647121755426,490.79049719158036,484.0099235304407,481.18823521875237,483.2314788767823,475.16628716680447,472.10303048307105,474.5462871668046,493.71216354606355,503.599955753855,510.44281289671216,517.7119017576281,507.3154082511347,505.4875057762512,504.42375914552355,500.5957268005099,499.5248373126393,498.7753763961973,497.5902011940411,499.62227666573926,501.02840016488165,502.46595223545256,506.3172329459854,501.41938117369773,496.44354427157464,486.4040034436581
1,488.22200530610684,0.0,1.6978021978021758,3.8379120879121444,8.587373004353978,15.391219158200173,15.148362015342997,34.85369668067774,30.167127400900966,31.248362015342963,24.581413115186606,21.03141311518668,20.009984543758023,23.28039270702334,25.322990109620704,32.04167142830178,34.917441736425175,35.22471446369792,30.841952320181406,41.03549368447713,27.75623803446723,23.175338933568042,22.615998274227437,23.284461886087286,24.294072275697644,25.501994353619722,32.214701646326986,35.836130217755425,37.77744848571703,31.589051034111975,24.684515569576547
2,489.4217455658472,1.6978021978021758,0.0,1.380769230769289,4.544515861496905,10.04121915820022,9.455504872485932,10.241219158200238,30.697896631670247,29.738555972329536,27.814929598703202,24.46273179650541,20.67207245584595,22.608964135594732,23.894418681049345,27.341671428301865,29.810298879282257,31.081857320840797,31.596143035126502,29.33480946303861,27.39909517732434,22.741822450051572,22.45391036213951,23.044569702798853,23.63926708089251,23.628228119853503,32.057635316430236,28.636130217755536,31.348410919510158,34.60009923119836,25.46528480034577
3,490.945112199214,3.8379120879121444,1.380769230769289,0.0,0.9566037735847885,4.802757619738713,4.795614762595932,7.259900476881711,12.481329048310371,32.64789663167029,30.95503948881317,27.91218234595614,22.290753774527374,21.52544765207827,20.46090219753279,21.95375934038975,35.917027245255795,25.986802375785672,28.08680237578578,33.50108809007145,29.439754517983687,24.568196076425195,32.522038837437734,25.261053219282402,23.09380254542795,23.907309038934457,30.955307644102433,32.22348946228429,27.62879457094631,32.58931405146575,28.505944141005088
4,492.48002766111057,8.587373004353978,4.544515861496905,0.9566037735847885,0.0,2.1599004768816172,2.987932821895086,6.195075679038027,10.31650425046665,18.97364710760938,36.99021469096928,35.46878611954085,36.87419655815894,24.22598673563627,20.775726995376516,20.26912322179156,21.28828975632989,24.352166257187463,27.03019860220094,32.29394523292862,32.35350114871143,29.485319330529492,28.153371278581403,28.989085564295735,24.157549176155598,23.78053618914265,25.243523202129737,24.741484486128755,29.071189157491418,30.917346396479218,32.64591782505063
5,492.72647121755426,15.860959417940464,10.04121915820022,4.802757619738713,2.1599004768816172,0.0,1.1895604395604096,5.193406593406607,7.497252747252716,14.765384615384448,22.754945054944784,42.16548941624414,30.50834655910124,40.40829028114726,22.579023698673254,20.171880841530367,20.926761661782905,23.34226578030585,26.367540505580394,27.892815230855234,31.803804241844176,36.314793252833454,33.51436028957043,34.10007457528475,27.360845879452356,25.31295377156019,22.922644081250468,25.068797927404276,24.425907081077582,27.69741557258611,31.060092895263338
6,490.79049719158036,16.08784253482358,9.455504872485932,4.795614762595932,26.017758844928935,1.1895604395604096,0.0,2.8357142857143174,5.814285714285745,12.414285714285583,18.392857142856954,28.000000000000014,31.515489416244137,28.628754722366466,34.763525046382284,20.643309412958956,20.811936863939252,22.169748674769878,24.26260581762689,27.112605817626942,29.069748674769784,32.505462960484294,34.59117724619826,33.7215031467133,26.832274450881002,24.576690035296494,40.59578094438679,23.56824847685489,24.023386321466575,27.734738249908773,29.1435694187399
7,482.7566668467073,31.450234294007927,10.241219158200238,7.259900476881711,6.195075679038027,5.193406593406607,2.8357142857143174,0.0,1.271428571428558,4.721428571428433,8.549999999999784,14.871428571428496,15.657142857142844,30.721611865223593,25.993309412958894,30.156382189239253,24.426222578224966,20.72635244835476,21.026352448354828,24.847781019783483,35.735278616526216,25.99063816264082,27.097781019783525,32.01436028957039,28.832274450881044,34.80399273259917,25.31123548984202,25.12539133399774,26.0305291786094,26.227278691922947,24.93221749029763
8,479.93497853501896,30.167127400900966,30.697896631670247,12.481329048310371,10.31650425046665,7.497252747252716,5.814285714285745,1.271428571428558,0.0,2.2214285714285467,7.307142857142836,12.264285714285833,13.221428571428703,19.52092764378476,31.336166555816206,28.571880841530444,28.383365435367864,21.140508292510674,21.047781019783386,22.576352448354854,23.126352448354908,25.412066734069356,26.533495305497794,27.75964085805846,39.996599371243406,28.98785886646536,26.84539133399784,28.0255212041277,27.466243464323583,24.473386321466393,24.319620087700258
9,493.98370343474613,31.248362015342963,29.738555972329536,32.64789663167029,18.97364710760938,14.765384615384448,12.414285714285583,4.721428571428433,2.2214285714285467,0.0,3.1499999999999346,7.578571428571337,9.699999999999946,16.92092764378458,20.406382189239324,37.46473798438737,36.21907972108198,24.4475212795236,23.297651149653504,21.883495305497675,21.104923876926236,23.904923876926375,25.862066734069245,26.37096161277539,30.1650316936381,35.500586139192464,32.300975749582136,33.25253419114058,31.902087620167762,24.259616354260558,24.119620087700213
